Date - MST,Calgary,Central,Edmonton, Losses,Northeast,Northwest,South,System Load
8/31/2020 12:00:00 AM,809,"1,019","1,199",182,964,788,750,"5,697"
8/31/2020 1:00:00 AM,788,"1,028","1,184",185,964,766,744,"5,647"
8/31/2020 2:00:00 AM,783,"1,016","1,167",162,957,760,742,"5,572"
8/31/2020 3:00:00 AM,802,"1,022","1,175",179,959,777,743,"5,643"
8/31/2020 4:00:00 AM,857,"1,029","1,217",203,974,803,762,"5,830"
8/31/2020 5:00:00 AM,969,"1,055","1,313",191,980,819,799,"6,110"
8/31/2020 6:00:00 AM,"1,065","1,082","1,409",189,985,841,838,"6,395"
8/31/2020 7:00:00 AM,"1,141","1,065","1,491",201,981,844,852,"6,560"
8/31/2020 8:00:00 AM,"1,194","1,073","1,547",207,984,849,855,"6,694"
8/31/2020 9:00:00 AM,"1,246","1,093","1,609",201,981,814,868,"6,797"
8/31/2020 10:00:00 AM,"1,285","1,133","1,655",236,961,799,870,"6,924"
8/31/2020 11:00:00 AM,"1,307","1,150","1,661",199,952,782,871,"6,908"
8/31/2020 12:00:00 PM,"1,314","1,149","1,656",200,965,787,872,"6,929"
8/31/2020 1:00:00 PM,"1,320","1,152","1,641",192,969,809,877,"6,943"
8/31/2020 2:00:00 PM,"1,328","1,157","1,648",225,973,809,878,"7,002"
8/31/2020 3:00:00 PM,"1,331","1,161","1,645",236,970,813,891,"7,031"
8/31/2020 4:00:00 PM,"1,342","1,151","1,618",236,969,872,903,"7,074"
8/31/2020 5:00:00 PM,"1,266","1,135","1,555",245,962,864,897,"6,909"
8/31/2020 6:00:00 PM,"1,210","1,123","1,515",254,967,846,897,"6,796"
8/31/2020 7:00:00 PM,"1,186","1,123","1,523",261,983,848,897,"6,806"
8/31/2020 8:00:00 PM,"1,149","1,107","1,483",260,977,849,886,"6,696"
8/31/2020 9:00:00 PM,"1,050","1,091","1,384",288,952,831,854,"6,435"
8/31/2020 10:00:00 PM,954,"1,072","1,282",257,927,829,816,"6,121"
8/31/2020 11:00:00 PM,892,"1,043","1,210",267,900,802,794,"5,893"
9/1/2020 12:00:00 AM,854,981,"1,167",259,878,792,781,"5,698"
9/1/2020 1:00:00 AM,830,982,"1,142",282,877,787,772,"5,658"
9/1/2020 2:00:00 AM,820,"1,000","1,141",274,884,785,758,"5,647"
9/1/2020 3:00:00 AM,834,"1,036","1,161",214,882,780,758,"5,649"
9/1/2020 4:00:00 AM,893,"1,032","1,214",203,918,777,768,"5,791"
9/1/2020 5:00:00 AM,"1,010","1,058","1,304",259,934,716,792,"6,058"
9/1/2020 6:00:00 AM,"1,109","1,083","1,411",256,931,720,826,"6,321"
9/1/2020 7:00:00 AM,"1,180","1,123","1,541",202,927,715,848,"6,522"
9/1/2020 8:00:00 AM,"1,241","1,148","1,596",207,938,728,867,"6,711"
9/1/2020 9:00:00 AM,"1,289","1,134","1,642",218,958,734,857,"6,816"
9/1/2020 10:00:00 AM,"1,334","1,146","1,678",227,992,753,840,"6,955"
9/1/2020 11:00:00 AM,"1,364","1,152","1,690",253,991,752,842,"7,029"
9/1/2020 12:00:00 PM,"1,383","1,155","1,691",200,969,738,853,"6,973"
9/1/2020 1:00:00 PM,"1,394","1,122","1,652",220,954,735,854,"6,917"
9/1/2020 2:00:00 PM,"1,412","1,083","1,643",236,955,733,857,"6,903"
9/1/2020 3:00:00 PM,"1,427","1,084","1,646",205,945,735,871,"6,897"
9/1/2020 4:00:00 PM,"1,426","1,064","1,642",224,945,740,887,"6,912"
9/1/2020 5:00:00 PM,"1,344","1,096","1,593",222,957,745,879,"6,820"
9/1/2020 6:00:00 PM,"1,278","1,103","1,530",221,966,744,914,"6,741"
9/1/2020 7:00:00 PM,"1,239","1,112","1,532",199,977,744,923,"6,711"
9/1/2020 8:00:00 PM,"1,197","1,112","1,511",213,962,752,904,"6,635"
9/1/2020 9:00:00 PM,"1,095","1,066","1,409",233,954,741,861,"6,346"
9/1/2020 10:00:00 PM,992,"1,026","1,309",227,946,728,827,"6,040"
9/1/2020 11:00:00 PM,921,994,"1,233",214,931,719,805,"5,804"
9/2/2020 12:00:00 AM,877,"1,009","1,209",256,955,713,790,"5,794"
9/2/2020 1:00:00 AM,851,"1,001","1,169",168,948,709,780,"5,612"
9/2/2020 2:00:00 AM,836,990,"1,153",223,944,701,777,"5,610"
9/2/2020 3:00:00 AM,848,986,"1,162",266,961,702,777,"5,688"
9/2/2020 4:00:00 AM,902,979,"1,214",260,966,705,783,"5,795"
9/2/2020 5:00:00 AM,"1,021","1,004","1,316",265,946,722,813,"6,072"
9/2/2020 6:00:00 AM,"1,121","1,041","1,423",185,943,738,851,"6,287"
9/2/2020 7:00:00 AM,"1,177","1,074","1,522",209,925,739,871,"6,502"
9/2/2020 8:00:00 AM,"1,218","1,121","1,582",196,914,730,884,"6,630"
9/2/2020 9:00:00 AM,"1,252","1,125","1,636",218,906,731,882,"6,734"
9/2/2020 10:00:00 AM,"1,277","1,131","1,683",228,919,762,897,"6,882"
9/2/2020 11:00:00 AM,"1,287","1,114","1,680",192,949,771,870,"6,849"
9/2/2020 12:00:00 PM,"1,284","1,111","1,665",190,981,779,855,"6,851"
9/2/2020 1:00:00 PM,"1,280","1,110","1,660",243,970,770,852,"6,870"
9/2/2020 2:00:00 PM,"1,287","1,107","1,660",242,934,760,847,"6,821"
9/2/2020 3:00:00 PM,"1,297","1,115","1,652",207,922,747,855,"6,778"
9/2/2020 4:00:00 PM,"1,305","1,109","1,630",222,939,747,858,"6,794"
9/2/2020 5:00:00 PM,"1,239","1,097","1,566",229,956,729,854,"6,655"
9/2/2020 6:00:00 PM,"1,184","1,087","1,503",209,956,732,876,"6,532"
9/2/2020 7:00:00 PM,"1,170","1,107","1,501",185,975,737,899,"6,558"
9/2/2020 8:00:00 PM,"1,132","1,094","1,472",180,987,743,888,"6,482"
9/2/2020 9:00:00 PM,"1,035","1,033","1,365",189,982,761,852,"6,201"
9/2/2020 10:00:00 PM,938,969,"1,281",180,968,747,813,"5,880"
9/2/2020 11:00:00 PM,864,971,"1,221",170,959,788,785,"5,743"
9/3/2020 12:00:00 AM,824,968,"1,196",199,963,804,775,"5,714"
9/3/2020 1:00:00 AM,802,969,"1,155",206,958,813,769,"5,658"
9/3/2020 2:00:00 AM,792,965,"1,127",161,945,810,766,"5,552"
9/3/2020 3:00:00 AM,807,961,"1,117",152,958,833,769,"5,583"
9/3/2020 4:00:00 AM,860,975,"1,167",173,978,841,782,"5,761"
9/3/2020 5:00:00 AM,978,"1,006","1,267",238,989,859,797,"6,118"
9/3/2020 6:00:00 AM,"1,092","1,043","1,385",161,992,764,850,"6,271"
9/3/2020 7:00:00 AM,"1,152","1,070","1,468",180,982,748,871,"6,456"
9/3/2020 8:00:00 AM,"1,186","1,098","1,524",167,981,745,878,"6,563"
9/3/2020 9:00:00 AM,"1,234","1,108","1,569",202,981,758,866,"6,702"
9/3/2020 10:00:00 AM,"1,289","1,125","1,602",219,974,762,874,"6,831"
9/3/2020 11:00:00 AM,"1,326","1,128","1,612",227,966,762,882,"6,888"
9/3/2020 12:00:00 PM,"1,343","1,132","1,620",263,965,765,878,"6,951"
9/3/2020 1:00:00 PM,"1,353","1,135","1,641",174,977,758,865,"6,886"
9/3/2020 2:00:00 PM,"1,372","1,143","1,643",184,970,761,863,"6,921"
9/3/2020 3:00:00 PM,"1,389","1,141","1,644",204,955,751,875,"6,944"
9/3/2020 4:00:00 PM,"1,392","1,148","1,646",186,960,735,891,"6,944"
9/3/2020 5:00:00 PM,"1,308","1,137","1,582",168,957,757,888,"6,781"
9/3/2020 6:00:00 PM,"1,240","1,130","1,522",181,967,799,896,"6,720"
9/3/2020 7:00:00 PM,"1,215","1,134","1,530",163,975,797,938,"6,737"
9/3/2020 8:00:00 PM,"1,166","1,120","1,511",182,971,789,923,"6,647"
9/3/2020 9:00:00 PM,"1,066","1,080","1,403",182,960,782,882,"6,341"
9/3/2020 10:00:00 PM,963,"1,048","1,296",206,956,772,842,"6,068"
9/3/2020 11:00:00 PM,888,"1,039","1,244",268,953,766,818,"5,962"
9/4/2020 12:00:00 AM,840,"1,031","1,201",234,956,769,804,"5,820"
9/4/2020 1:00:00 AM,811,"1,003","1,170",237,947,829,788,"5,770"
9/4/2020 2:00:00 AM,800,946,"1,125",219,942,826,777,"5,619"
9/4/2020 3:00:00 AM,812,942,"1,129",172,944,819,777,"5,581"
9/4/2020 4:00:00 AM,859,960,"1,176",206,946,819,791,"5,742"
9/4/2020 5:00:00 AM,966,"1,030","1,288",200,950,804,825,"6,048"
9/4/2020 6:00:00 AM,"1,063","1,074","1,401",229,955,831,858,"6,397"
9/4/2020 7:00:00 AM,"1,136","1,104","1,490",210,964,779,876,"6,545"
9/4/2020 8:00:00 AM,"1,197","1,100","1,531",220,960,739,886,"6,617"
9/4/2020 9:00:00 AM,"1,246","1,110","1,582",217,953,734,877,"6,705"
9/4/2020 10:00:00 AM,"1,285","1,112","1,617",220,946,742,879,"6,786"
9/4/2020 11:00:00 AM,"1,331","1,112","1,644",234,947,739,863,"6,856"
9/4/2020 12:00:00 PM,"1,366","1,050","1,626",223,964,742,858,"6,814"
9/4/2020 1:00:00 PM,"1,383","1,022","1,626",224,972,746,864,"6,822"
9/4/2020 2:00:00 PM,"1,402","1,031","1,636",211,952,739,878,"6,833"
9/4/2020 3:00:00 PM,"1,416","1,057","1,656",187,949,730,893,"6,872"
9/4/2020 4:00:00 PM,"1,415","1,078","1,641",190,935,681,907,"6,832"
9/4/2020 5:00:00 PM,"1,336","1,072","1,573",202,944,714,911,"6,735"
9/4/2020 6:00:00 PM,"1,265","1,067","1,504",123,969,725,869,"6,506"
9/4/2020 7:00:00 PM,"1,229","1,087","1,509",114,"1,001",730,888,"6,544"
9/4/2020 8:00:00 PM,"1,176","1,074","1,482",177,"1,011",734,877,"6,515"
9/4/2020 9:00:00 PM,"1,090","1,042","1,393",189,997,744,841,"6,279"
9/4/2020 10:00:00 PM,"1,000",993,"1,296",190,962,741,805,"5,972"
9/4/2020 11:00:00 PM,929,984,"1,222",199,955,731,779,"5,785"
9/5/2020 12:00:00 AM,881,971,"1,184",189,957,724,759,"5,651"
9/5/2020 1:00:00 AM,848,957,"1,152",190,933,772,743,"5,580"
9/5/2020 2:00:00 AM,828,935,"1,133",181,938,785,735,"5,521"
9/5/2020 3:00:00 AM,822,931,"1,127",175,932,788,733,"5,493"
9/5/2020 4:00:00 AM,832,945,"1,141",186,941,780,737,"5,547"
9/5/2020 5:00:00 AM,864,957,"1,171",195,954,724,746,"5,595"
9/5/2020 6:00:00 AM,895,951,"1,203",211,960,722,759,"5,685"
9/5/2020 7:00:00 AM,962,978,"1,283",147,961,707,776,"5,799"
9/5/2020 8:00:00 AM,"1,042",997,"1,370",174,960,730,790,"6,047"
9/5/2020 9:00:00 AM,"1,113","1,012","1,436",262,961,733,812,"6,315"
9/5/2020 10:00:00 AM,"1,181","1,026","1,461",234,975,735,834,"6,431"
9/5/2020 11:00:00 AM,"1,233","1,024","1,481",221,986,734,858,"6,521"
9/5/2020 12:00:00 PM,"1,255","1,014","1,465",220,986,705,871,"6,501"
9/5/2020 1:00:00 PM,"1,276","1,039","1,458",264,991,691,885,"6,589"
9/5/2020 2:00:00 PM,"1,296","1,062","1,493",199,988,726,907,"6,653"
9/5/2020 3:00:00 PM,"1,294","1,058","1,532",196,966,734,925,"6,687"
9/5/2020 4:00:00 PM,"1,277","1,062","1,547",207,960,732,932,"6,699"
9/5/2020 5:00:00 PM,"1,229","1,048","1,492",230,964,725,922,"6,594"
9/5/2020 6:00:00 PM,"1,161","1,050","1,437",175,972,726,907,"6,414"
9/5/2020 7:00:00 PM,"1,149","1,074","1,443",165,"1,006",745,893,"6,460"
9/5/2020 8:00:00 PM,"1,107","1,062","1,416",185,"1,008",763,858,"6,385"
9/5/2020 9:00:00 PM,"1,034","1,031","1,336",151,997,754,823,"6,110"
9/5/2020 10:00:00 PM,957,"1,000","1,252",176,985,749,787,"5,892"
9/5/2020 11:00:00 PM,892,985,"1,191",198,980,745,765,"5,742"
9/6/2020 12:00:00 AM,846,975,"1,147",251,988,735,748,"5,675"
9/6/2020 1:00:00 AM,814,966,"1,117",174,988,727,736,"5,507"
9/6/2020 2:00:00 AM,796,969,"1,100",191,988,775,728,"5,532"
9/6/2020 3:00:00 AM,791,987,"1,094",210,996,789,723,"5,575"
9/6/2020 4:00:00 AM,798,997,"1,104",214,"1,011",730,726,"5,566"
9/6/2020 5:00:00 AM,825,"1,003","1,127",172,"1,036",702,736,"5,585"
9/6/2020 6:00:00 AM,858,"1,018","1,155",148,"1,031",693,747,"5,633"
9/6/2020 7:00:00 AM,903,"1,022","1,227",188,"1,025",700,763,"5,813"
9/6/2020 8:00:00 AM,963,"1,047","1,306",216,"1,043",731,783,"6,074"
9/6/2020 9:00:00 AM,"1,024","1,061","1,361",230,"1,048",713,793,"6,214"
9/6/2020 10:00:00 AM,"1,061","1,063","1,395",209,"1,050",717,794,"6,274"
9/6/2020 11:00:00 AM,"1,082","1,070","1,422",219,"1,050",715,792,"6,335"
9/6/2020 12:00:00 PM,"1,083","1,077","1,416",246,"1,057",715,792,"6,370"
9/6/2020 1:00:00 PM,"1,079","1,075","1,405",185,"1,054",715,788,"6,286"
9/6/2020 2:00:00 PM,"1,083","1,076","1,409",225,"1,040",714,801,"6,334"
9/6/2020 3:00:00 PM,"1,107","1,069","1,426",227,"1,021",715,824,"6,374"
9/6/2020 4:00:00 PM,"1,125","1,068","1,452",221,"1,014",742,839,"6,446"
9/6/2020 5:00:00 PM,"1,103","1,056","1,417",269,"1,004",728,831,"6,393"
9/6/2020 6:00:00 PM,"1,076","1,046","1,378",221,"1,012",733,819,"6,268"
9/6/2020 7:00:00 PM,"1,068","1,048","1,396",183,"1,030",757,816,"6,282"
9/6/2020 8:00:00 PM,"1,026","1,032","1,359",180,"1,033",757,803,"6,174"
9/6/2020 9:00:00 PM,963,"1,017","1,293",224,"1,029",800,774,"6,086"
9/6/2020 10:00:00 PM,892,995,"1,229",236,"1,019",820,743,"5,919"
9/6/2020 11:00:00 PM,836,981,"1,188",153,"1,009",814,723,"5,690"
9/7/2020 12:00:00 AM,799,969,"1,154",167,"1,001",813,712,"5,601"
9/7/2020 1:00:00 AM,778,966,"1,134",150,"1,004",813,707,"5,538"
9/7/2020 2:00:00 AM,770,961,"1,118",202,"1,006",809,704,"5,555"
9/7/2020 3:00:00 AM,776,962,"1,123",188,997,811,703,"5,544"
9/7/2020 4:00:00 AM,799,969,"1,141",193,984,815,708,"5,594"
9/7/2020 5:00:00 AM,842,982,"1,165",237,992,817,720,"5,741"
9/7/2020 6:00:00 AM,873,994,"1,183",188,992,814,741,"5,770"
9/7/2020 7:00:00 AM,922,"1,024","1,254",167,"1,002",807,761,"5,923"
9/7/2020 8:00:00 AM,992,"1,062","1,334",176,"1,039",800,770,"6,157"
9/7/2020 9:00:00 AM,"1,063","1,090","1,397",239,"1,054",810,779,"6,417"
9/7/2020 10:00:00 AM,"1,119","1,096","1,430",176,"1,065",816,790,"6,476"
9/7/2020 11:00:00 AM,"1,131","1,090","1,457",230,"1,060",817,798,"6,568"
9/7/2020 12:00:00 PM,"1,127","1,097","1,452",195,"1,056",817,788,"6,516"
9/7/2020 1:00:00 PM,"1,111","1,088","1,451",239,"1,051",822,781,"6,528"
9/7/2020 2:00:00 PM,"1,108","1,054","1,458",186,"1,049",823,776,"6,440"
9/7/2020 3:00:00 PM,"1,129","1,051","1,499",176,"1,057",829,782,"6,507"
9/7/2020 4:00:00 PM,"1,156","1,053","1,521",202,"1,051",783,792,"6,543"
9/7/2020 5:00:00 PM,"1,123","1,050","1,478",174,"1,042",762,787,"6,400"
9/7/2020 6:00:00 PM,"1,099","1,077","1,441",196,"1,034",759,801,"6,392"
9/7/2020 7:00:00 PM,"1,115","1,100","1,480",210,"1,040",771,814,"6,516"
9/7/2020 8:00:00 PM,"1,077","1,101","1,443",188,"1,026",769,799,"6,389"
9/7/2020 9:00:00 PM,988,"1,064","1,340",190,"1,005",758,761,"6,092"
9/7/2020 10:00:00 PM,899,"1,034","1,244",203,995,795,726,"5,881"
9/7/2020 11:00:00 PM,841,"1,004","1,184",189,993,751,705,"5,653"
9/8/2020 12:00:00 AM,807,994,"1,135",190,"1,004",794,693,"5,603"
9/8/2020 1:00:00 AM,787,986,"1,113",184,"1,000",793,687,"5,537"
9/8/2020 2:00:00 AM,785,984,"1,103",179,"1,018",783,686,"5,524"
9/8/2020 3:00:00 AM,803,985,"1,111",185,"1,024",781,692,"5,566"
9/8/2020 4:00:00 AM,862,996,"1,164",198,"1,031",787,708,"5,733"
9/8/2020 5:00:00 AM,"1,001","1,033","1,285",173,"1,018",812,746,"6,054"
9/8/2020 6:00:00 AM,"1,124","1,074","1,412",228,"1,020",831,786,"6,461"
9/8/2020 7:00:00 AM,"1,171","1,097","1,492",224,"1,018",852,795,"6,634"
9/8/2020 8:00:00 AM,"1,205","1,105","1,530",185,"1,011",783,784,"6,589"
9/8/2020 9:00:00 AM,"1,239","1,116","1,567",164,"1,012",792,787,"6,662"
9/8/2020 10:00:00 AM,"1,262","1,117","1,602",190,"1,004",803,792,"6,755"
9/8/2020 11:00:00 AM,"1,280","1,081","1,609",170,987,817,794,"6,723"
9/8/2020 12:00:00 PM,"1,292","1,075","1,607",169,995,828,789,"6,739"
9/8/2020 1:00:00 PM,"1,293","1,097","1,614",178,"1,010",800,790,"6,766"
9/8/2020 2:00:00 PM,"1,288","1,100","1,618",194,"1,020",789,787,"6,781"
9/8/2020 3:00:00 PM,"1,305","1,106","1,639",210,"1,029",785,800,"6,859"
9/8/2020 4:00:00 PM,"1,317","1,098","1,651",211,"1,019",779,813,"6,873"
9/8/2020 5:00:00 PM,"1,248","1,085","1,586",204,"1,008",784,803,"6,702"
9/8/2020 6:00:00 PM,"1,198","1,075","1,518",213,"1,000",807,813,"6,609"
9/8/2020 7:00:00 PM,"1,188","1,066","1,521",191,"1,014",784,812,"6,561"
9/8/2020 8:00:00 PM,"1,133","1,064","1,471",201,"1,023",803,804,"6,484"
9/8/2020 9:00:00 PM,"1,030","1,022","1,357",186,"1,019",837,769,"6,207"
9/8/2020 10:00:00 PM,931,990,"1,250",167,"1,007",836,732,"5,898"
9/8/2020 11:00:00 PM,865,978,"1,182",166,"1,003",822,708,"5,709"
9/9/2020 12:00:00 AM,827,973,"1,139",145,"1,002",800,696,"5,568"
9/9/2020 1:00:00 AM,806,963,"1,116",160,"1,002",789,695,"5,517"
9/9/2020 2:00:00 AM,801,957,"1,108",146,"1,010",792,694,"5,494"
9/9/2020 3:00:00 AM,816,960,"1,116",150,"1,009",792,698,"5,525"
9/9/2020 4:00:00 AM,872,972,"1,164",173,"1,005",806,712,"5,691"
9/9/2020 5:00:00 AM,"1,001","1,009","1,279",193,"1,006",783,747,"6,005"
9/9/2020 6:00:00 AM,"1,113","1,047","1,398",166,991,800,786,"6,287"
9/9/2020 7:00:00 AM,"1,162","1,045","1,471",162,997,750,796,"6,368"
9/9/2020 8:00:00 AM,"1,203","1,057","1,528",169,"1,008",753,799,"6,502"
9/9/2020 9:00:00 AM,"1,243","1,079","1,582",166,"1,013",763,791,"6,622"
9/9/2020 10:00:00 AM,"1,291","1,100","1,618",192,"1,019",765,796,"6,767"
9/9/2020 11:00:00 AM,"1,325","1,102","1,651",188,"1,024",744,799,"6,820"
9/9/2020 12:00:00 PM,"1,344","1,102","1,670",196,"1,038",744,782,"6,860"
9/9/2020 1:00:00 PM,"1,353","1,076","1,678",184,"1,047",749,785,"6,856"
9/9/2020 2:00:00 PM,"1,359","1,072","1,682",176,"1,029",709,794,"6,805"
9/9/2020 3:00:00 PM,"1,370","1,088","1,691",164,"1,019",707,812,"6,836"
9/9/2020 4:00:00 PM,"1,380","1,096","1,677",171,998,704,830,"6,841"
9/9/2020 5:00:00 PM,"1,306","1,098","1,615",157,996,725,821,"6,703"
9/9/2020 6:00:00 PM,"1,247","1,116","1,551",183,"1,024",776,841,"6,725"
9/9/2020 7:00:00 PM,"1,247","1,132","1,585",186,"1,056",794,850,"6,835"
9/9/2020 8:00:00 PM,"1,182","1,108","1,528",182,"1,057",811,823,"6,676"
9/9/2020 9:00:00 PM,"1,071","1,055","1,402",187,"1,054",802,783,"6,339"
9/9/2020 10:00:00 PM,967,988,"1,269",173,"1,045",837,756,"6,020"
9/9/2020 11:00:00 PM,893,961,"1,195",179,"1,040",856,730,"5,840"
9/10/2020 12:00:00 AM,849,973,"1,170",212,"1,043",847,718,"5,797"
9/10/2020 1:00:00 AM,823,991,"1,157",181,"1,032",838,707,"5,714"
9/10/2020 2:00:00 AM,812,995,"1,151",181,"1,031",835,702,"5,693"
9/10/2020 3:00:00 AM,825,992,"1,160",175,"1,005",839,703,"5,686"
9/10/2020 4:00:00 AM,880,996,"1,204",174,982,836,715,"5,773"
9/10/2020 5:00:00 AM,"1,009","1,014","1,304",182,"1,064",847,755,"6,162"
9/10/2020 6:00:00 AM,"1,113","1,055","1,423",167,"1,079",874,793,"6,490"
9/10/2020 7:00:00 AM,"1,173","1,071","1,504",178,"1,075",826,791,"6,602"
9/10/2020 8:00:00 AM,"1,218","1,088","1,568",177,"1,076",825,793,"6,731"
9/10/2020 9:00:00 AM,"1,274","1,088","1,626",179,"1,057",831,777,"6,817"
9/10/2020 10:00:00 AM,"1,328","1,092","1,685",193,"1,053",788,779,"6,904"
9/10/2020 11:00:00 AM,"1,365","1,093","1,717",206,"1,042",755,778,"6,941"
9/10/2020 12:00:00 PM,"1,390","1,096","1,738",203,"1,089",696,780,"6,976"
9/10/2020 1:00:00 PM,"1,405","1,101","1,761",183,"1,125",675,788,"7,022"
9/10/2020 2:00:00 PM,"1,425","1,114","1,786",177,"1,121",671,801,"7,079"
9/10/2020 3:00:00 PM,"1,452","1,121","1,799",178,"1,118",675,820,"7,149"
9/10/2020 4:00:00 PM,"1,457","1,129","1,814",199,"1,113",673,835,"7,206"
9/10/2020 5:00:00 PM,"1,372","1,102","1,772",200,"1,103",684,827,"7,045"
9/10/2020 6:00:00 PM,"1,299","1,085","1,680",213,"1,114",772,846,"6,994"
9/10/2020 7:00:00 PM,"1,273","1,096","1,648",223,"1,130",792,864,"7,011"
9/10/2020 8:00:00 PM,"1,203","1,092","1,607",222,"1,114",857,834,"6,914"
9/10/2020 9:00:00 PM,"1,090","1,071","1,456",188,"1,115",852,787,"6,545"
9/10/2020 10:00:00 PM,975,"1,034","1,338",244,"1,100",830,746,"6,253"
9/10/2020 11:00:00 PM,901,"1,028","1,253",208,"1,054",817,723,"5,970"
9/11/2020 12:00:00 AM,858,"1,019","1,227",200,"1,050",808,711,"5,857"
9/11/2020 1:00:00 AM,830,"1,013","1,199",197,"1,037",802,700,"5,764"
9/11/2020 2:00:00 AM,816,"1,014","1,190",170,996,798,697,"5,669"
9/11/2020 3:00:00 AM,827,"1,027","1,212",174,989,805,698,"5,719"
9/11/2020 4:00:00 AM,877,"1,033","1,252",186,972,814,728,"5,847"
9/11/2020 5:00:00 AM,"1,000","1,067","1,348",184,945,822,773,"6,126"
9/11/2020 6:00:00 AM,"1,106","1,099","1,458",164,930,793,816,"6,353"
9/11/2020 7:00:00 AM,"1,168","1,129","1,558",173,923,747,832,"6,517"
9/11/2020 8:00:00 AM,"1,233","1,099","1,599",160,932,733,839,"6,581"
9/11/2020 9:00:00 AM,"1,305","1,145","1,680",160,989,734,822,"6,821"
9/11/2020 10:00:00 AM,"1,365","1,182","1,730",190,"1,012",741,834,"7,040"
9/11/2020 11:00:00 AM,"1,404","1,182","1,746",192,"1,046",744,839,"7,138"
9/11/2020 12:00:00 PM,"1,432","1,182","1,746",196,"1,060",728,828,"7,157"
9/11/2020 1:00:00 PM,"1,457","1,196","1,720",202,"1,060",717,840,"7,176"
9/11/2020 2:00:00 PM,"1,479","1,155","1,679",171,"1,056",677,859,"7,062"
9/11/2020 3:00:00 PM,"1,492","1,146","1,685",227,"1,059",660,876,"7,135"
9/11/2020 4:00:00 PM,"1,488","1,134","1,677",207,"1,052",701,889,"7,139"
9/11/2020 5:00:00 PM,"1,394","1,122","1,591",216,"1,053",717,887,"6,971"
9/11/2020 6:00:00 PM,"1,300","1,116","1,485",180,"1,067",729,891,"6,760"
9/11/2020 7:00:00 PM,"1,248","1,118","1,492",167,"1,093",749,909,"6,768"
9/11/2020 8:00:00 PM,"1,173","1,109","1,445",143,"1,131",835,877,"6,703"
9/11/2020 9:00:00 PM,"1,078","1,082","1,390",200,"1,123",839,833,"6,536"
9/11/2020 10:00:00 PM,981,"1,053","1,291",211,"1,099",832,788,"6,246"
9/11/2020 11:00:00 PM,907,"1,037","1,220",198,"1,083",814,758,"6,008"
9/12/2020 12:00:00 AM,859,"1,016","1,171",169,"1,090",804,742,"5,844"
9/12/2020 1:00:00 AM,827,"1,001","1,140",181,"1,097",799,731,"5,768"
9/12/2020 2:00:00 AM,809,"1,001","1,124",194,"1,110",796,732,"5,759"
9/12/2020 3:00:00 AM,806,995,"1,126",191,"1,067",789,731,"5,696"
9/12/2020 4:00:00 AM,821,995,"1,152",224,"1,066",768,738,"5,756"
9/12/2020 5:00:00 AM,861,"1,016","1,194",194,"1,069",741,753,"5,819"
9/12/2020 6:00:00 AM,894,"1,020","1,254",211,"1,062",723,769,"5,924"
9/12/2020 7:00:00 AM,964,"1,060","1,350",163,"1,064",732,784,"6,109"
9/12/2020 8:00:00 AM,"1,031","1,082","1,434",158,"1,081",744,804,"6,326"
9/12/2020 9:00:00 AM,"1,088","1,114","1,492",189,"1,096",745,810,"6,525"
9/12/2020 10:00:00 AM,"1,128","1,130","1,528",182,"1,102",744,818,"6,624"
9/12/2020 11:00:00 AM,"1,147","1,116","1,564",196,"1,099",700,827,"6,640"
9/12/2020 12:00:00 PM,"1,148","1,108","1,549",219,"1,093",679,833,"6,621"
9/12/2020 1:00:00 PM,"1,149","1,124","1,532",235,"1,101",684,832,"6,647"
9/12/2020 2:00:00 PM,"1,147","1,128","1,530",221,"1,071",715,840,"6,643"
9/12/2020 3:00:00 PM,"1,152","1,139","1,528",180,"1,082",737,857,"6,665"
9/12/2020 4:00:00 PM,"1,160","1,147","1,551",237,"1,069",749,865,"6,769"
9/12/2020 5:00:00 PM,"1,134","1,141","1,500",242,"1,068",807,858,"6,742"
9/12/2020 6:00:00 PM,"1,109","1,129","1,466",137,"1,078",789,849,"6,549"
9/12/2020 7:00:00 PM,"1,101","1,125","1,484",166,"1,098",759,851,"6,575"
9/12/2020 8:00:00 PM,"1,050","1,112","1,430",174,"1,094",753,832,"6,436"
9/12/2020 9:00:00 PM,984,"1,070","1,350",184,"1,076",744,800,"6,201"
9/12/2020 10:00:00 PM,913,"1,047","1,274",175,"1,065",781,760,"6,008"
9/12/2020 11:00:00 PM,854,"1,013","1,220",184,"1,061",810,740,"5,873"
9/13/2020 12:00:00 AM,816,"1,000","1,179",166,"1,054",805,728,"5,738"
9/13/2020 1:00:00 AM,790,990,"1,158",217,"1,030",759,724,"5,659"
9/13/2020 2:00:00 AM,775,994,"1,134",189,"1,002",782,730,"5,597"
9/13/2020 3:00:00 AM,773,"1,016","1,144",194,"1,002",777,728,"5,625"
9/13/2020 4:00:00 AM,787,"1,031","1,188",239,"1,004",755,733,"5,728"
9/13/2020 5:00:00 AM,816,"1,047","1,208",244,"1,006",775,743,"5,832"
9/13/2020 6:00:00 AM,852,"1,059","1,256",218,"1,007",759,754,"5,897"
9/13/2020 7:00:00 AM,908,"1,083","1,328",166,999,743,771,"5,990"
9/13/2020 8:00:00 AM,977,"1,106","1,410",128,"1,012",740,790,"6,153"
9/13/2020 9:00:00 AM,"1,036","1,124","1,472",198,"1,029",708,792,"6,350"
